type, ringDim, setup, encryption, cMult, AddMany, total_time, value 
n250x8192-coef-inner, 2048, 16, 668, 312, 9, 1005, 341335
n250x8192-coef-inner, 2048, 16, 674, 313, 9, 1012, 341335
n250x8192-coef-inner, 2048, 16, 665, 311, 9, 1001, 341335
n250x8192-coef-inner, 2048, 16, 666, 312, 9, 1003, 341335
n250x8192-coef-inner, 2048, 16, 671, 313, 9, 1009, 341335
n250x8192-coef-inner, 2048, 16, 670, 321, 9, 1016, 341335
n250x8192-coef-inner, 2048, 16, 668, 316, 9, 1009, 341335
n250x8192-coef-inner, 2048, 16, 667, 314, 9, 1006, 341335
n250x8192-coef-inner, 2048, 16, 668, 314, 9, 1007, 341335
n250x8192-coef-inner, 2048, 16, 668, 312, 9, 1005, 341335
n250x8192-coef-inner, 2048, 20, 667, 313, 9, 1009, 341335
n250x8192-coef-inner, 2048, 16, 675, 315, 9, 1015, 341335
n250x8192-coef-inner, 2048, 16, 668, 312, 9, 1005, 341335
n250x8192-coef-inner, 2048, 16, 668, 312, 9, 1005, 341335
n250x8192-coef-inner, 2048, 16, 668, 315, 9, 1008, 341335
n250x8192-coef-inner, 2048, 19, 668, 314, 9, 1010, 341335
n250x8192-coef-inner, 2048, 18, 669, 314, 9, 1010, 341335
n250x8192-coef-inner, 2048, 16, 666, 314, 9, 1005, 341335
n250x8192-coef-inner, 2048, 16, 667, 311, 9, 1003, 341335
n250x8192-coef-inner, 2048, 21, 671, 314, 9, 1015, 341335
n250x8192-coef-inner, 2048, 18, 670, 313, 9, 1010, 341335
n250x8192-coef-inner, 2048, 16, 669, 314, 9, 1008, 341335
n250x8192-coef-inner, 2048, 16, 665, 311, 9, 1001, 341335
n250x8192-coef-inner, 2048, 20, 670, 316, 9, 1015, 341335
n250x8192-coef-inner, 2048, 25, 669, 328, 9, 1031, 341335
n250x8192-coef-inner, 2048, 16, 667, 313, 8, 1004, 341335
n250x8192-coef-inner, 2048, 16, 669, 313, 9, 1007, 341335
n250x8192-coef-inner, 2048, 16, 669, 316, 9, 1010, 341335
n250x8192-coef-inner, 2048, 16, 667, 315, 9, 1007, 341335
n250x8192-coef-inner, 2048, 16, 670, 314, 9, 1009, 341335
n250x8192-coef-inner, 2048, 16, 668, 314, 9, 1007, 341335
n250x8192-coef-inner, 2048, 16, 672, 314, 9, 1011, 341335
n250x8192-coef-inner, 2048, 16, 667, 313, 9, 1005, 341335
n250x8192-coef-inner, 2048, 16, 668, 314, 9, 1007, 341335
n250x8192-coef-inner, 2048, 16, 677, 317, 9, 1019, 341335
n250x8192-coef-inner, 2048, 17, 672, 327, 9, 1025, 341335
n250x8192-coef-inner, 2048, 16, 670, 312, 9, 1007, 341335
n250x8192-coef-inner, 2048, 16, 666, 311, 9, 1002, 341335
n250x8192-coef-inner, 2048, 27, 668, 326, 9, 1030, 341335
n250x8192-coef-inner, 2048, 17, 669, 312, 9, 1007, 341335
n250x8192-coef-inner, 2048, 19, 671, 327, 9, 1026, 341335
n250x8192-coef-inner, 2048, 16, 670, 315, 9, 1010, 341335
n250x8192-coef-inner, 2048, 16, 671, 315, 9, 1011, 341335
n250x8192-coef-inner, 2048, 20, 669, 311, 9, 1009, 341335
n250x8192-coef-inner, 2048, 16, 672, 312, 9, 1009, 341335
n250x8192-coef-inner, 2048, 16, 668, 316, 9, 1009, 341335
n250x8192-coef-inner, 2048, 18, 673, 318, 9, 1018, 341335
n500x8192-coef-inner, 2048, 16, 13521, 6322, 204, 20063, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13433, 6328, 196, 19973, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13559, 6328, 197, 20100, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13500, 6302, 196, 20014, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13567, 6319, 194, 20096, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13524, 6377, 196, 20113, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13484, 6305, 201, 20006, 6.82667e+06
n500x8192-coef-inner, 2048, 19, 13466, 6563, 197, 20245, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13482, 6295, 196, 19989, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13476, 6376, 198, 20066, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13510, 6329, 198, 20053, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13565, 6293, 198, 20072, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13557, 6323, 198, 20094, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13556, 6306, 197, 20075, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13536, 6331, 197, 20081, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13531, 6293, 196, 20036, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13487, 6351, 199, 20053, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13551, 6558, 199, 20324, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13485, 6302, 196, 19999, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13531, 6367, 199, 20113, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13520, 6310, 196, 20042, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13509, 6318, 194, 20037, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13532, 6472, 197, 20217, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13547, 6374, 199, 20136, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13473, 6297, 197, 19983, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13532, 6285, 195, 20029, 6.82667e+06
n500x8192-coef-inner, 2048, 18, 13481, 6331, 196, 20026, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13497, 6587, 199, 20299, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13550, 6592, 198, 20356, 6.82667e+06
n500x8192-coef-inner, 2048, 26, 13524, 6327, 199, 20076, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13498, 6322, 196, 20032, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13673, 6378, 202, 20269, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13547, 6380, 196, 20139, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13522, 6327, 194, 20059, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13550, 6350, 197, 20113, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13535, 6583, 202, 20336, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13604, 6311, 199, 20130, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13540, 6345, 199, 20100, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13474, 6302, 193, 19985, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13469, 6333, 198, 20016, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13499, 6330, 197, 20042, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13495, 6309, 198, 20019, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13525, 6349, 200, 20090, 6.82667e+06
n500x8192-coef-inner, 2048, 20, 13576, 6438, 199, 20233, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13551, 6307, 194, 20068, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13481, 6332, 197, 20026, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13566, 6366, 199, 20147, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13543, 6343, 197, 20100, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13559, 6355, 197, 20127, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13521, 6383, 198, 20118, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13549, 6406, 193, 20165, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13532, 6655, 196, 20400, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13603, 6367, 204, 20190, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13560, 6365, 198, 20139, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13523, 6316, 197, 20052, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13521, 6351, 196, 20084, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13506, 6273, 196, 19991, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13531, 6376, 197, 20120, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13607, 6340, 202, 20165, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13558, 6405, 197, 20176, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13651, 6460, 198, 20326, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13604, 6378, 198, 20196, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13551, 6337, 195, 20099, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13556, 6349, 196, 20117, 6.82667e+06
n500x8192-coef-inner, 2048, 17, 13541, 6657, 200, 20415, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13600, 6391, 200, 20207, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13539, 6502, 196, 20253, 6.82667e+06
n500x8192-coef-inner, 2048, 19, 13566, 6348, 196, 20129, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13478, 6367, 195, 20056, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13471, 6291, 196, 19974, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13495, 6361, 198, 20070, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13508, 6374, 203, 20101, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13566, 6413, 196, 20191, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13579, 6316, 200, 20111, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13446, 6288, 194, 19944, 6.82667e+06
n500x8192-coef-inner, 2048, 22, 13530, 6312, 198, 20062, 6.82667e+06
n500x8192-coef-inner, 2048, 18, 13539, 6373, 202, 20132, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13529, 6378, 197, 20120, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13539, 6610, 196, 20361, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13493, 6327, 194, 20030, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13509, 6367, 197, 20089, 6.82667e+06
n500x8192-coef-inner, 2048, 18, 13533, 6881, 197, 20629, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13525, 6324, 198, 20063, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13451, 6318, 195, 19980, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13490, 6281, 199, 19986, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13475, 6313, 196, 20000, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13509, 6316, 196, 20037, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13538, 6376, 202, 20132, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13538, 6333, 197, 20084, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13436, 6309, 198, 19959, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13571, 6415, 196, 20198, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13522, 6338, 195, 20071, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13513, 6337, 195, 20061, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13560, 6359, 195, 20130, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13499, 6359, 198, 20072, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13506, 6359, 195, 20076, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13568, 6340, 193, 20117, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13441, 6312, 195, 19964, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13451, 6332, 195, 19994, 6.82667e+06
n500x8192-coef-inner, 2048, 16, 13463, 6613, 196, 20288, 6.82667e+06

n8192-coef-inner-2048, 63, 18, 15, 0, 96, 4
n8192-coef-inner-2048, 22, 18, 15, 0, 55, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 21, 17, 23, 0, 61, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 20, 17, 14, 0, 51, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 20, 17, 14, 0, 51, 4
n8192-coef-inner-2048, 16, 16, 14, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 18, 21, 14, 0, 53, 4
n8192-coef-inner-2048, 16, 16, 14, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 15, 0, 48, 4
n8192-coef-inner-2048, 17, 17, 15, 0, 49, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 15, 0, 48, 4
n8192-coef-inner-2048, 17, 18, 14, 0, 49, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 22, 17, 13, 0, 52, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 17, 17, 13, 0, 47, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 17, 18, 14, 0, 49, 4
n8192-coef-inner-2048, 16, 18, 14, 0, 48, 4
n8192-coef-inner-2048, 21, 17, 14, 0, 52, 4
n8192-coef-inner-2048, 16, 18, 17, 0, 51, 4
n8192-coef-inner-2048, 16, 22, 13, 0, 51, 4
n8192-coef-inner-2048, 17, 17, 15, 0, 49, 4
n8192-coef-inner-2048, 18, 17, 14, 0, 49, 4
n8192-coef-inner-2048, 17, 16, 14, 0, 47, 4
n8192-coef-inner-2048, 18, 17, 14, 0, 49, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 16, 14, 0, 46, 4
n8192-coef-inner-2048, 21, 17, 13, 0, 51, 4
n8192-coef-inner-2048, 16, 17, 15, 0, 48, 4
n8192-coef-inner-2048, 16, 18, 14, 0, 48, 4
n8192-coef-inner-2048, 17, 21, 14, 0, 52, 4
n8192-coef-inner-2048, 16, 18, 16, 0, 50, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 17, 21, 14, 0, 52, 4
n8192-coef-inner-2048, 17, 17, 14, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 16, 14, 0, 46, 4
n8192-coef-inner-2048, 16, 18, 14, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 16, 0, 49, 4
n8192-coef-inner-2048, 16, 21, 15, 0, 52, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 18, 17, 14, 0, 49, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 19, 14, 0, 49, 4
n8192-coef-inner-2048, 31, 18, 14, 0, 63, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 18, 17, 14, 0, 49, 4
n8192-coef-inner-2048, 21, 17, 14, 0, 52, 4
n8192-coef-inner-2048, 16, 16, 14, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 19, 0, 52, 4
n8192-coef-inner-2048, 16, 17, 13, 0, 46, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 15, 0, 48, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 20, 17, 14, 0, 51, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 17, 17, 15, 0, 49, 4
n8192-coef-inner-2048, 16, 17, 16, 0, 49, 4
n8192-coef-inner-2048, 20, 17, 13, 0, 50, 4
n8192-coef-inner-2048, 16, 16, 14, 0, 46, 4
n8192-coef-inner-2048, 17, 17, 13, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n8192-coef-inner-2048, 16, 17, 14, 0, 47, 4
n10x8192-coef-inner-2048, 19, 210, 136, 3, 368, 28
n10x8192-coef-inner-2048, 16, 153, 129, 3, 301, 28
n10x8192-coef-inner-2048, 16, 163, 152, 3, 334, 28
n10x8192-coef-inner-2048, 22, 160, 131, 3, 316, 28
n10x8192-coef-inner-2048, 22, 161, 128, 3, 314, 28
n10x8192-coef-inner-2048, 16, 151, 131, 3, 301, 28
n10x8192-coef-inner-2048, 17, 151, 129, 3, 300, 28
n10x8192-coef-inner-2048, 16, 154, 135, 3, 308, 28
n10x8192-coef-inner-2048, 16, 152, 133, 3, 304, 28
n10x8192-coef-inner-2048, 16, 152, 137, 3, 308, 28
n10x8192-coef-inner-2048, 16, 152, 129, 3, 300, 28
n10x8192-coef-inner-2048, 17, 154, 135, 3, 309, 28
n10x8192-coef-inner-2048, 16, 152, 128, 3, 299, 28
n10x8192-coef-inner-2048, 16, 154, 134, 3, 307, 28
n10x8192-coef-inner-2048, 18, 153, 130, 3, 304, 28
n10x8192-coef-inner-2048, 16, 160, 128, 3, 307, 28
n10x8192-coef-inner-2048, 16, 152, 129, 3, 300, 28
n10x8192-coef-inner-2048, 17, 161, 131, 3, 312, 28
n10x8192-coef-inner-2048, 16, 152, 128, 3, 299, 28
n10x8192-coef-inner-2048, 16, 158, 128, 3, 305, 28
n10x8192-coef-inner-2048, 17, 155, 129, 3, 304, 28
n10x8192-coef-inner-2048, 16, 160, 128, 3, 307, 28
n10x8192-coef-inner-2048, 16, 153, 133, 8, 310, 28
n10x8192-coef-inner-2048, 17, 153, 127, 3, 300, 28
n10x8192-coef-inner-2048, 16, 155, 138, 3, 312, 28
n10x8192-coef-inner-2048, 16, 164, 129, 3, 312, 28
n10x8192-coef-inner-2048, 16, 152, 141, 3, 312, 28
n10x8192-coef-inner-2048, 16, 151, 129, 3, 299, 28
n10x8192-coef-inner-2048, 22, 160, 135, 3, 320, 28
n10x8192-coef-inner-2048, 24, 154, 135, 3, 316, 28
n10x8192-coef-inner-2048, 16, 160, 129, 3, 308, 28
n10x8192-coef-inner-2048, 16, 151, 128, 3, 298, 28
n10x8192-coef-inner-2048, 16, 158, 129, 3, 306, 28
n10x8192-coef-inner-2048, 16, 151, 127, 3, 297, 28
n10x8192-coef-inner-2048, 23, 161, 129, 3, 316, 28
n10x8192-coef-inner-2048, 16, 152, 130, 3, 301, 28
n10x8192-coef-inner-2048, 18, 164, 128, 3, 313, 28
n10x8192-coef-inner-2048, 16, 152, 136, 3, 307, 28
n10x8192-coef-inner-2048, 21, 155, 128, 3, 307, 28
n10x8192-coef-inner-2048, 16, 156, 136, 3, 311, 28
n10x8192-coef-inner-2048, 16, 153, 129, 3, 301, 28
n10x8192-coef-inner-2048, 16, 154, 135, 3, 308, 28
n10x8192-coef-inner-2048, 16, 155, 128, 3, 302, 28
n10x8192-coef-inner-2048, 16, 159, 128, 3, 306, 28
n10x8192-coef-inner-2048, 18, 152, 137, 3, 310, 28
n10x8192-coef-inner-2048, 16, 158, 128, 3, 305, 28
n10x8192-coef-inner-2048, 16, 154, 130, 3, 303, 28
n10x8192-coef-inner-2048, 17, 158, 128, 3, 306, 28
n10x8192-coef-inner-2048, 16, 151, 128, 3, 298, 28
n10x8192-coef-inner-2048, 16, 163, 128, 3, 310, 28
n10x8192-coef-inner-2048, 16, 152, 128, 3, 299, 28
n10x8192-coef-inner-2048, 17, 165, 128, 3, 313, 28
n10x8192-coef-inner-2048, 22, 151, 146, 3, 322, 28
n10x8192-coef-inner-2048, 16, 154, 128, 3, 301, 28
n10x8192-coef-inner-2048, 21, 158, 146, 3, 328, 28
n10x8192-coef-inner-2048, 16, 156, 130, 3, 305, 28
n10x8192-coef-inner-2048, 16, 153, 134, 3, 306, 28
n10x8192-coef-inner-2048, 16, 152, 129, 3, 300, 28
n10x8192-coef-inner-2048, 16, 158, 128, 3, 305, 28
n10x8192-coef-inner-2048, 17, 154, 130, 3, 304, 28
n10x8192-coef-inner-2048, 16, 161, 131, 3, 311, 28
n10x8192-coef-inner-2048, 16, 155, 129, 3, 303, 28
n10x8192-coef-inner-2048, 16, 159, 128, 3, 306, 28
n10x8192-coef-inner-2048, 16, 155, 130, 3, 304, 28
n10x8192-coef-inner-2048, 16, 159, 129, 3, 307, 28
n10x8192-coef-inner-2048, 16, 153, 132, 3, 304, 28
n10x8192-coef-inner-2048, 20, 153, 128, 3, 304, 28
n10x8192-coef-inner-2048, 17, 152, 136, 3, 308, 28
n10x8192-coef-inner-2048, 19, 153, 133, 3, 308, 28
n10x8192-coef-inner-2048, 16, 152, 135, 3, 306, 28
n10x8192-coef-inner-2048, 16, 152, 128, 3, 299, 28
n10x8192-coef-inner-2048, 16, 154, 135, 3, 308, 28
n10x8192-coef-inner-2048, 16, 152, 127, 3, 298, 28
n10x8192-coef-inner-2048, 17, 155, 136, 3, 311, 28
n10x8192-coef-inner-2048, 16, 157, 130, 3, 306, 28
n10x8192-coef-inner-2048, 16, 159, 126, 3, 304, 28
n10x8192-coef-inner-2048, 17, 156, 129, 3, 305, 28
n10x8192-coef-inner-2048, 16, 159, 128, 3, 306, 28
n10x8192-coef-inner-2048, 16, 153, 129, 3, 301, 28
n10x8192-coef-inner-2048, 16, 161, 129, 3, 309, 28
n10x8192-coef-inner-2048, 16, 154, 132, 3, 305, 28
n10x8192-coef-inner-2048, 20, 154, 129, 3, 306, 28
n10x8192-coef-inner-2048, 16, 152, 129, 8, 305, 28
n10x8192-coef-inner-2048, 16, 153, 126, 3, 298, 28
n10x8192-coef-inner-2048, 17, 150, 136, 3, 306, 28
n10x8192-coef-inner-2048, 16, 152, 129, 3, 300, 28
n10x8192-coef-inner-2048, 16, 153, 137, 3, 309, 28
n10x8192-coef-inner-2048, 16, 153, 129, 3, 301, 28
n10x8192-coef-inner-2048, 17, 153, 137, 3, 310, 28
n10x8192-coef-inner-2048, 16, 152, 127, 3, 298, 28
n10x8192-coef-inner-2048, 16, 159, 128, 3, 306, 28
n10x8192-coef-inner-2048, 16, 152, 130, 3, 301, 28
n10x8192-coef-inner-2048, 16, 159, 129, 3, 307, 28
n10x8192-coef-inner-2048, 16, 157, 129, 3, 305, 28
n10x8192-coef-inner-2048, 16, 158, 129, 3, 306, 28
n10x8192-coef-inner-2048, 16, 156, 128, 3, 303, 28
n10x8192-coef-inner-2048, 16, 159, 128, 3, 306, 28
n10x8192-coef-inner-2048, 16, 156, 133, 3, 308, 28
n10x8192-coef-inner-2048, 16, 160, 129, 3, 308, 28
n10x8192-coef-inner-2048, 16, 151, 135, 3, 305, 28
n25x8192-coef-inner-2048, 18, 427, 335, 9, 789, 68
n25x8192-coef-inner-2048, 16, 388, 321, 9, 734, 68
n25x8192-coef-inner-2048, 16, 389, 330, 8, 743, 68
n25x8192-coef-inner-2048, 16, 379, 329, 9, 733, 68
n25x8192-coef-inner-2048, 16, 388, 320, 9, 733, 68
n25x8192-coef-inner-2048, 16, 383, 314, 8, 721, 68
n25x8192-coef-inner-2048, 16, 385, 335, 9, 745, 68
n25x8192-coef-inner-2048, 17, 381, 327, 9, 734, 68
n25x8192-coef-inner-2048, 17, 393, 322, 8, 740, 68
n25x8192-coef-inner-2048, 22, 392, 329, 8, 751, 68
n25x8192-coef-inner-2048, 21, 381, 328, 9, 739, 68
n25x8192-coef-inner-2048, 20, 382, 327, 8, 737, 68
n25x8192-coef-inner-2048, 23, 392, 324, 9, 748, 68
n25x8192-coef-inner-2048, 20, 389, 340, 8, 757, 68
n25x8192-coef-inner-2048, 16, 381, 331, 9, 737, 68
n25x8192-coef-inner-2048, 23, 389, 336, 9, 757, 68
n25x8192-coef-inner-2048, 19, 392, 321, 9, 741, 68
n25x8192-coef-inner-2048, 17, 380, 332, 9, 738, 68
n25x8192-coef-inner-2048, 16, 385, 327, 9, 737, 68
n25x8192-coef-inner-2048, 16, 387, 325, 9, 737, 68
n25x8192-coef-inner-2048, 16, 382, 319, 9, 726, 68
n25x8192-coef-inner-2048, 16, 381, 327, 9, 733, 68
n25x8192-coef-inner-2048, 17, 384, 325, 9, 735, 68
n25x8192-coef-inner-2048, 16, 382, 323, 8, 729, 68
n25x8192-coef-inner-2048, 16, 386, 331, 8, 741, 68
n25x8192-coef-inner-2048, 16, 381, 320, 8, 725, 68
n25x8192-coef-inner-2048, 17, 377, 326, 9, 729, 68
n25x8192-coef-inner-2048, 16, 380, 324, 9, 729, 68
n25x8192-coef-inner-2048, 16, 380, 323, 9, 728, 68
n25x8192-coef-inner-2048, 16, 378, 323, 8, 725, 68
n25x8192-coef-inner-2048, 16, 385, 326, 9, 736, 68
n25x8192-coef-inner-2048, 16, 381, 326, 9, 732, 68
n25x8192-coef-inner-2048, 16, 383, 321, 9, 729, 68
n25x8192-coef-inner-2048, 17, 394, 325, 9, 745, 68
n25x8192-coef-inner-2048, 19, 382, 322, 9, 732, 68
n25x8192-coef-inner-2048, 20, 378, 327, 9, 734, 68
n25x8192-coef-inner-2048, 16, 379, 320, 8, 723, 68
n25x8192-coef-inner-2048, 17, 379, 322, 9, 727, 68
n25x8192-coef-inner-2048, 16, 403, 329, 8, 756, 68
n25x8192-coef-inner-2048, 16, 380, 326, 9, 731, 68
n25x8192-coef-inner-2048, 17, 380, 320, 9, 726, 68
n25x8192-coef-inner-2048, 18, 383, 333, 9, 743, 68
n25x8192-coef-inner-2048, 20, 383, 322, 8, 733, 68
n25x8192-coef-inner-2048, 19, 384, 335, 9, 747, 68
n25x8192-coef-inner-2048, 16, 380, 319, 9, 724, 68
n25x8192-coef-inner-2048, 20, 377, 333, 9, 739, 68
n25x8192-coef-inner-2048, 16, 395, 325, 9, 745, 68
